,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,previous_answer_index_question_id,previous_answer_question_id,flg
1585,13781,4710915901,138650,698,0,484,0,0,15000.0,True,698,698,1,2,2 62 32 38 81,-1,,-99,-99,True
1587,13782,4711040396,138650,1935,0,485,3,1,20000.0,True,1935,1934,3,3,136 38 81,-1,,-99,-99,True
1588,13783,4711040396,138650,1936,0,485,3,0,20000.0,True,1936,1934,2,3,82 162 38 81,-1,,63,-99,False
1590,13784,4711040396,138650,1934,0,485,1,1,20000.0,True,1934,1934,1,3,106 38 81,-1,,-99,-99,True
1593,13785,4711088860,138650,8891,0,486,2,1,27666.0,True,8891,8891,2,5,14,-1,,-99,-99,True
1594,13786,4795354096,138650,1602,0,488,0,1,13000.0,True,1602,1601,0,3,113 38 81,-1,,-99,-99,True
1596,13787,4795354096,138650,1603,0,488,2,1,13000.0,True,1603,1601,2,3,157 162 38 81,-1,,-99,-99,True
1599,13788,4795354096,138650,1601,0,488,0,1,13000.0,True,1601,1601,0,3,82 38 81,-1,,-99,-99,True
1600,13789,4795438501,138650,2008,0,489,1,1,24000.0,True,2008,2006,1,3,157 38 81,-1,,-99,-99,True
1603,13790,4795438501,138650,2006,0,489,1,1,24000.0,True,2006,2006,1,3,74 38 81,-1,,-99,-99,True
1605,13791,4795438501,138650,2007,0,489,3,1,24000.0,True,2007,2006,3,3,136 38 81,-1,,-99,-99,True
1607,13792,4795533222,138650,1456,0,490,3,1,24000.0,True,1456,1454,3,3,82 92 29,-1,,-99,-99,True
1609,13793,4795533222,138650,1455,0,490,0,1,24000.0,True,1455,1454,0,3,136 162 92 29,-1,,-99,-99,True
1611,13794,4795533222,138650,1454,0,490,1,1,24000.0,True,1454,1454,1,3,136 92 29,-1,,-99,-99,True
1613,13795,4795615636,138650,2163,0,491,3,1,18333.0,True,2163,2162,3,3,136 162 38 81,-1,,-99,-99,True
1614,13796,4795615636,138650,2162,0,491,0,0,18333.0,True,2162,2162,3,3,74 38 81,-1,,-99,-99,True
1616,13797,4795615636,138650,2164,0,491,1,1,18333.0,True,2164,2162,1,3,157 38 81,-1,,-99,-99,True
1619,13798,4795719252,138650,2224,0,492,3,1,22000.0,True,2224,2224,3,3,136 162 81 29,-1,,-99,-99,True
1621,13799,4795719252,138650,2225,0,492,3,1,22000.0,True,2225,2224,3,3,106 81 29,-1,,-99,-99,True
1623,13800,4795719252,138650,2226,0,492,0,0,22000.0,True,2226,2224,2,3,82 81 29,-1,,-99,-99,True
1624,13801,5055586569,138650,3444,0,487,0,1,27000.0,True,3444,3444,0,4,106 67 92,-1,,-99,-99,True
1626,13802,5055586569,138650,3446,0,487,2,1,27000.0,True,3446,3444,2,4,82 67 92,-1,,-99,-99,True
1628,13803,5055586569,138650,3445,0,487,1,1,27000.0,True,3445,3444,1,4,74 67 92,-1,,-99,-99,True
1630,13804,5059492418,138650,2531,0,493,1,1,24000.0,True,2531,2530,1,3,74 162 38 29,-1,,-99,-99,True
1633,13805,5059492418,138650,2530,0,493,3,1,24000.0,True,2530,2530,3,3,106 38 29,-1,,-99,-99,True
1634,13806,5059492418,138650,2532,0,493,3,1,24000.0,True,2532,2530,3,3,82 38 29,-1,,-99,-99,True
1637,13807,5059597749,138650,1710,0,494,0,1,14666.0,True,1710,1709,0,3,136 92 102,-1,,-99,-99,True
1639,13808,5059597749,138650,1711,0,494,1,1,14666.0,True,1711,1709,1,3,113 92 102,-1,,-99,-99,True
1641,13809,5059597749,138650,1709,0,494,1,1,14666.0,True,1709,1709,1,3,106 92 102,-1,,-99,-99,True
1643,13810,5059691046,138650,2000,0,495,3,1,27333.0,True,2000,2000,3,3,106 81 92,-1,,-99,-99,True
1645,13811,5059691046,138650,2002,0,495,3,1,27333.0,True,2002,2000,3,3,82 81 92,-1,,-99,-99,True
1646,13812,5059691046,138650,2001,0,495,3,1,27333.0,True,2001,2000,3,3,113 81 92,-1,,-99,-99,True
1649,13813,5059826200,138650,2189,0,496,0,1,23000.0,True,2189,2188,0,3,113 162 92 29,-1,,-99,-99,True
1650,13814,5059826200,138650,2188,0,496,1,1,23000.0,True,2188,2188,1,3,106 92 29,-1,,-99,-99,True
1652,13815,5059826200,138650,2190,0,496,0,0,23000.0,True,2190,2188,3,3,136 92 29,-1,,-99,-99,True
1654,13816,5400123940,138650,3758,0,497,2,1,29333.0,True,3758,3758,2,5,152,-1,,-99,-99,True
1656,13817,5400144704,138650,8585,0,498,1,1,16000.0,True,8585,8585,1,5,73,-1,,-99,-99,True
1658,13818,5400161716,138650,4478,0,499,0,1,10000.0,True,4478,4478,0,5,159,-1,,-99,-99,True
1660,13819,5400201068,138650,4145,0,500,0,0,8000.0,True,4145,4145,3,5,96,-1,,-99,-99,True
1662,13820,5400264657,138650,6381,0,501,3,0,20000.0,True,6381,6381,0,5,4,-1,,-99,-99,True
1664,13821,5400303040,138650,9626,0,502,0,1,30000.0,True,9626,9626,0,5,53,-1,,-99,-99,True
1666,13822,5400321404,138650,4451,0,503,3,1,17000.0,True,4451,4451,3,5,175,-1,,-99,-99,True
1668,13823,5400341694,138650,6102,0,504,0,0,9000.0,True,6102,6102,2,5,133,-1,,-99,-99,True
1670,13824,5400368759,138650,3903,0,505,2,1,10000.0,True,3903,3903,2,5,89,-1,,-99,-99,True
1672,13825,5400405351,138650,4008,0,506,3,1,11000.0,True,4008,4008,3,5,64,-1,,-99,-99,True
1675,13826,5400456520,138650,1002,0,507,3,1,22000.0,True,1002,1002,3,2,137 88 38 81,-1,,-99,-99,True
1676,13827,5400484270,138650,240,0,508,3,0,19000.0,True,240,240,0,2,143 114 38 92,-1,,-99,-99,True
1678,13828,5400509206,138650,721,0,509,1,1,18000.0,True,721,721,1,2,143 176 6 38 102,-1,,-99,-99,True
1680,13829,5400534897,138650,711,0,510,3,1,17000.0,True,711,711,3,2,129 143 30 38 92,-1,,-99,-99,True
1682,13830,5400561560,138650,1383,0,511,3,0,18000.0,True,1383,1383,1,2,62 137 88 38 81,-1,,-99,-99,True
1684,13831,5400584389,138650,744,0,512,1,1,19000.0,True,744,744,1,2,143 69 20 38 81,-1,,-99,-99,True
1687,13832,5400609490,138650,1288,0,513,3,1,16000.0,True,1288,1288,3,2,143 176 92 29,-1,,-99,-99,True
1689,13833,5400634030,138650,605,0,514,1,1,17000.0,True,605,605,1,2,148 32 92 29,-1,,-99,-99,True
1690,13834,5400659755,138650,278,0,515,1,1,16000.0,True,278,278,1,2,2 107 81 92,-1,,-99,-99,True
1692,13835,5400683671,138650,668,0,516,0,0,18000.0,True,668,668,3,2,143 141 81 92,-1,,-99,-99,True
1695,13836,5488774909,138650,691,0,517,3,1,16000.0,True,691,691,3,2,137 88 162 38 29,-1,,-99,-99,True
1697,13837,5488803239,138650,766,0,518,0,0,20000.0,True,766,766,3,2,143 105 38 92,-1,,-99,-99,True
1699,13838,5488829812,138650,645,0,519,3,0,9000.0,True,645,645,1,2,2 32 38 92,-1,,-99,-99,True
1700,13839,5488860419,138650,255,0,520,3,1,16000.0,True,255,255,3,2,155 119 92 29,-1,,-99,-99,True
1702,13840,5488888759,138650,872,0,521,1,1,22000.0,True,872,872,1,2,148 32 38 92,-1,,-99,-99,True
1704,13841,5488926998,138650,809,0,522,1,1,17000.0,True,809,809,1,2,137 88 38 29,-1,,-99,-99,True
1706,13842,5488956505,138650,1202,0,523,1,1,29000.0,True,1202,1202,1,2,143 62 20 92 102,-1,,-99,-99,True
1708,13843,5489015361,138650,239,0,524,0,1,22000.0,True,239,239,0,2,155 163 38 102,-1,,-99,-99,True
1710,13844,5489046686,138650,259,0,525,0,0,50000.0,True,259,259,1,2,62 138 41 81 29,-1,,-99,-99,True
1713,13845,5489076627,138650,599,0,526,1,0,23000.0,True,599,599,3,2,129 143 176 38 29,-1,,-99,-99,True
1714,13846,5489143959,138650,4519,0,527,1,0,20000.0,True,4519,4519,0,5,75,-1,,-99,-99,True
1717,13847,5489233290,138650,4002,0,528,2,0,28000.0,True,4002,4002,1,5,64,-1,,-99,-99,True
1719,13848,5489298333,138650,3642,0,529,2,1,59000.0,True,3642,3642,2,5,49,-1,,-99,-99,True
1720,13849,5489334083,138650,9628,0,530,2,1,39000.0,True,9628,9628,2,5,53,-1,,-99,-99,True
1723,13850,5489399111,138650,6001,0,531,2,1,26000.0,True,6001,6001,2,5,173,-1,,-99,-99,True
1725,13851,5489432117,138650,5508,0,532,2,0,51000.0,True,5508,5508,3,5,66,-1,,-99,-99,True
1726,13852,5489474826,138650,6067,0,533,3,1,11000.0,True,6067,6067,3,5,7,-1,,-99,-99,True
1728,13853,5489500219,138650,8747,0,534,3,1,19000.0,True,8747,8747,3,5,55,-1,,27,0,True
1730,13854,5489527001,138650,6286,0,535,1,1,10000.0,True,6286,6286,1,5,80,-1,,-99,-99,True
1732,13855,5489549076,138650,6264,0,536,3,1,13000.0,True,6264,6264,3,5,26,-1,,-99,-99,True
1734,13856,5747070047,138650,828,0,537,3,1,15000.0,True,828,828,3,2,143 105 38 29,-1,,-99,-99,True
1736,13857,5747097044,138650,753,0,538,1,1,17000.0,True,753,753,1,2,2 107 92 29,-1,,-99,-99,True
1738,13858,5747122673,138650,876,0,539,3,1,18000.0,True,876,876,3,2,2 107 162 92 29,-1,,-99,-99,True
1741,13859,5747144894,138650,311,0,540,3,1,19000.0,True,311,311,3,2,129 143 30 38 92,-1,,-99,-99,True
1742,13860,5747169326,138650,757,0,541,1,0,14000.0,True,757,757,3,2,62 155 119 81 92,-1,,-99,-99,True
1745,13861,5747194702,138650,786,0,542,1,1,16000.0,True,786,786,1,2,62 138 41 92 29,-1,,-99,-99,True
1746,13862,5747220543,138650,1113,0,543,1,0,17000.0,True,1113,1113,3,2,148 32 29 102,-1,,-99,-99,True
1748,13863,5747248132,138650,608,0,544,0,1,17000.0,True,608,608,0,2,138 41 38 29,-1,,-99,-99,True
1750,13864,5747278392,138650,208,0,545,1,0,18000.0,True,208,208,0,2,90 119 38 102,-1,,-99,-99,True
1752,13865,5747313554,138650,969,0,546,3,0,20000.0,True,969,969,0,2,69 32 138 38 81,-1,,-99,-99,True
1755,13866,5747366268,138650,3767,0,547,0,0,23000.0,True,3767,3767,3,5,109,-1,,-99,-99,True
1756,13867,5747393914,138650,4434,0,548,3,1,19000.0,True,4434,4434,3,5,26,-1,,-99,-99,True
1758,13868,5747413438,138650,5544,0,549,2,1,18000.0,True,5544,5544,2,5,14,-1,,-99,-99,True
1760,13869,5747441441,138650,9845,0,550,1,1,10000.0,True,9845,9845,1,5,73,-1,,-99,-99,True
1762,13870,5747457376,138650,5001,0,551,1,1,20000.0,True,5001,5001,1,5,156,-1,,-99,-99,True
1765,13871,5747482623,138650,3727,0,552,1,1,8000.0,True,3727,3727,1,5,60,-1,,-99,-99,True
1767,13872,5747521492,138650,4467,0,553,2,1,13000.0,True,4467,4467,2,5,49,-1,,-99,-99,True
1768,13873,5747555730,138650,9034,0,554,2,1,25000.0,True,9034,9034,2,5,127,-1,,-99,-99,True
1770,13874,5747573296,138650,6114,0,555,0,1,22000.0,True,6114,6114,0,5,167,-1,,-99,-99,True
1773,13875,5747599750,138650,5658,0,556,3,1,9000.0,True,5658,5658,3,5,26,-1,,-99,-99,True
1774,13876,6568364881,138650,4078,0,557,3,0,18000.0,True,4078,4078,0,5,53,-1,,-99,-99,True
1776,13877,6568423240,138650,6254,0,558,3,1,57000.0,True,6254,6254,3,5,159,-1,,-99,-99,True
1779,13878,6568450624,138650,4979,0,559,2,1,36000.0,True,4979,4979,2,5,33,-1,,-99,-99,True
1781,13879,6568495405,138650,8892,0,560,0,0,12000.0,True,8892,8892,2,5,8,-1,,-99,-99,True
1783,13880,6568518686,138650,5011,0,561,1,0,33000.0,True,5011,5011,0,5,60,-1,,-99,-99,True
1784,13881,6568563412,138650,4431,0,562,0,1,6000.0,True,4431,4431,0,5,174,-1,,-99,-99,True
1787,13882,6568594625,138650,4418,0,563,3,1,28000.0,True,4418,4418,3,5,44,-1,,-99,-99,True
1789,13883,6568622179,138650,9907,0,564,3,1,18000.0,True,9907,9907,3,5,96,-1,,-99,-99,True
1791,13884,6568640193,138650,6263,0,565,2,1,19000.0,True,6263,6263,2,5,175,-1,,-99,-99,True
1792,13885,6568668176,138650,6256,0,566,1,0,10000.0,True,6256,6256,2,5,134,-1,,-99,-99,True
1795,13886,6785087342,138650,6000,0,567,1,1,18000.0,True,6000,6000,1,5,7,-1,,68,-99,False
1796,13887,6785127818,138650,8959,0,568,1,1,22000.0,True,8959,8959,1,5,73,-1,,88,0,True
1798,13888,6785174522,138650,5620,0,569,0,1,28000.0,True,5620,5620,0,5,49,-1,,-99,-99,True
1800,13889,6785201159,138650,5250,0,570,3,1,35000.0,True,5250,5250,3,5,170,-1,,-99,-99,True
1802,13890,6785239156,138650,5266,0,571,0,0,16000.0,True,5266,5266,1,5,174,-1,,1,0,True
1805,13891,6785275293,138650,8763,0,572,1,1,15000.0,True,8763,8763,1,5,45,-1,,-99,-99,True
1807,13892,6785317048,138650,6659,0,573,1,0,7000.0,True,6659,6659,3,5,53,-1,,-99,-99,True
1809,13893,6785342131,138650,5588,0,574,1,0,26000.0,True,5588,5588,3,5,181,-1,,-99,-99,True
1811,13894,6785386102,138650,6334,0,575,2,1,13000.0,True,6334,6334,2,5,53,-1,,-99,-99,True
1812,13895,6785411101,138650,9178,0,576,3,0,34000.0,True,9178,9178,0,5,89,-1,,-99,-99,True
1815,13896,6785458142,138650,758,0,577,3,1,12000.0,True,758,758,3,2,62 155 119 38 81,-1,,-99,-99,True
1817,13897,6785496808,138650,525,0,578,0,1,22000.0,True,525,525,0,2,2 107 92 102,-1,,-99,-99,True
1818,13898,6785536255,138650,1194,0,579,3,1,19000.0,True,1194,1194,3,2,90 100 38 29,-1,,-99,-99,True
1821,13899,6785563045,138650,1185,0,580,3,0,19000.0,True,1185,1185,0,2,148 32 38 29,-1,,-99,-99,True
1823,13900,6785587144,138650,943,0,581,3,1,17000.0,True,943,943,3,2,143 176 38 92,-1,,-99,-99,True
1825,13901,6785614301,138650,1087,0,582,3,0,16000.0,True,1087,1087,1,2,90 100 38 92,-1,,1,0,True
1827,13902,6785637513,138650,1049,0,583,1,1,18000.0,True,1049,1049,1,2,148 32 38 102,-1,,-99,-99,True
1829,13903,6785662724,138650,651,0,584,0,0,15000.0,True,651,651,3,2,90 100 81 92,-1,,-99,-99,True
1831,13904,6785693066,138650,866,0,585,1,1,17000.0,True,866,866,1,2,155 163 162 92 102,-1,,-99,-99,True
1832,13905,6785721662,138650,222,0,586,0,1,20000.0,True,222,222,0,2,148 32 92 102,-1,,-99,-99,True
1834,13906,6874449899,138650,6443,0,587,0,1,17000.0,True,6443,6443,0,5,174,-1,,-99,-99,True
1837,13907,6874471480,138650,6266,0,588,0,1,39000.0,True,6266,6266,0,5,116,-1,,-99,-99,True
1838,13908,6874509152,138650,5204,0,589,3,1,9000.0,True,5204,5204,3,5,173,-1,,-99,-99,True
1841,13909,6874533172,138650,9579,0,590,2,1,25000.0,True,9579,9579,2,5,85,-1,,-99,-99,True
1843,13910,6874554433,138650,6414,0,591,2,1,12000.0,True,6414,6414,2,5,4,-1,,-99,-99,True
1845,13911,6874600466,138650,5285,0,592,0,1,11000.0,True,5285,5285,0,5,52,-1,,1,0,True
1846,13912,6874641655,138650,4813,0,593,0,0,37000.0,True,4813,4813,3,5,79,-1,,104,0,True
1849,13913,6874701069,138650,9491,0,594,1,1,22000.0,True,9491,9491,1,5,57,-1,,4,-99,False
1851,13914,6874737516,138650,5616,0,595,1,1,41000.0,True,5616,5616,1,5,15,-1,,2,0,True
1852,13915,6874794361,138650,6246,0,596,3,0,23000.0,True,6246,6246,2,5,159,-1,,-99,-99,True
1854,13916,6874852785,138650,322,0,597,0,0,33000.0,True,322,322,1,2,2 107 38 92,-1,,-99,-99,True
1856,13917,6874881785,138650,1393,0,598,3,0,17000.0,True,1393,1393,1,2,155 163 38 29,-1,,-99,-99,True
1858,13918,6874913686,138650,433,0,599,1,0,18000.0,True,433,433,3,2,90 100 38 102,-1,,-99,-99,True
1861,13919,6874947845,138650,414,0,600,1,0,20000.0,True,414,414,3,2,143 141 38 102,-1,,-99,-99,True
1862,13920,6874970710,138650,1342,0,601,0,1,24000.0,True,1342,1342,0,2,143 105 92 102,-1,,-99,-99,True
1864,13921,6874994528,138650,1106,0,602,0,1,16000.0,True,1106,1106,0,2,143 105 38 92,-1,,-99,-99,True
1866,13922,6875021946,138650,1131,0,603,1,0,15000.0,True,1131,1131,0,2,143 20 38 29,-1,,-99,-99,True
1868,13923,6875050542,138650,554,0,604,0,0,19000.0,True,554,554,3,2,69 148 32 38 92,-1,,-99,-99,True
1871,13924,6875079472,138650,930,0,605,3,1,19000.0,True,930,930,3,2,69 148 32 81 29,-1,,-99,-99,True
1872,13925,6875107934,138650,416,0,606,1,1,19000.0,True,416,416,1,2,143 140 92 29,-1,,-99,-99,True
1874,13926,6961394540,138650,5596,0,607,1,1,20000.0,True,5596,5596,1,5,147,-1,,-99,-99,True
1876,13927,6961432217,138650,8180,0,608,1,1,49000.0,True,8180,8180,1,5,53,-1,,-99,-99,True
1879,13928,6961479049,138650,5287,0,609,0,0,28000.0,True,5287,5287,1,5,52,-1,,-99,-99,True
1880,13929,6961520339,138650,4866,0,610,3,0,34000.0,True,4866,4866,2,5,8,-1,,-99,-99,True
1882,13930,6961555275,138650,6650,0,611,2,0,22000.0,True,6650,6650,1,5,53,-1,,-99,-99,True
1885,13931,6961583159,138650,8679,0,612,3,1,17000.0,True,8679,8679,3,5,53,-1,,-99,-99,True
1886,13932,6961619271,138650,5677,0,613,3,1,18000.0,True,5677,5677,3,5,159,-1,,-99,-99,True
1889,13933,6961666001,138650,5628,0,614,1,1,27000.0,True,5628,5628,1,5,108,-1,,140,0,True
1890,13934,6961704393,138650,5673,0,615,3,0,38000.0,True,5673,5673,0,5,47,-1,,2,0,True
1893,13935,6961721185,138650,9242,0,616,2,1,29000.0,True,9242,9242,2,5,47,-1,,-99,-99,True
1895,13936,6961886389,138650,588,0,617,3,0,6000.0,True,588,588,1,2,137 88 38 81,-1,,-99,-99,True
1897,13937,6961938818,138650,500,0,618,0,0,12000.0,True,500,500,1,2,155 163 81 92,-1,,-99,-99,True
1899,13938,6961969267,138650,1063,0,619,3,1,24000.0,True,1063,1063,3,2,155 119 92 102,-1,,-99,-99,True
1901,13939,6961992782,138650,1074,0,620,0,0,4000.0,True,1074,1074,1,2,138 41 38 81,-1,,-99,-99,True
1903,13940,6962019697,138650,1350,0,621,3,0,17000.0,True,1350,1350,0,2,143 176 38 29,-1,,-99,-99,True
1905,13941,6962044740,138650,1114,0,622,0,0,19000.0,True,1114,1114,3,2,143 71 29 102,-1,,-99,-99,True
1906,13942,6962066691,138650,492,0,623,0,1,18000.0,True,492,492,0,2,143 105 38 29,-1,,-99,-99,True
1908,13943,6962088328,138650,507,0,624,0,0,15000.0,True,507,507,3,2,90 100 81 29,-1,,-99,-99,True
1910,13944,6962117355,138650,556,0,625,0,0,14000.0,True,556,556,1,2,138 41 38 92,-1,,-99,-99,True
1912,13945,6962141349,138650,1362,0,626,0,1,21000.0,True,1362,1362,0,2,90 100 38 92,-1,,-99,-99,True
1915,13946,7302040356,138650,5455,0,627,1,1,16000.0,True,5455,5455,1,5,125,-1,,-99,-99,True
1916,13947,7302062960,138650,5979,0,628,1,1,9000.0,True,5979,5979,1,5,152,-1,,-99,-99,True
1918,13948,7302120093,138650,5855,0,629,0,0,10000.0,True,5855,5855,2,5,89,-1,,-99,-99,True
1920,13949,7302142846,138650,9176,0,630,2,1,42000.0,True,9176,9176,2,5,89,-1,,-99,-99,True
1922,13950,7302187781,138650,6171,0,631,0,0,12000.0,True,6171,6171,2,5,173,-1,,-99,-99,True
1924,13951,7302219251,138650,5430,0,632,1,1,29000.0,True,5430,5430,1,5,125,-1,,-99,-99,True
1927,13952,7302249669,138650,4414,0,633,3,1,16000.0,True,4414,4414,3,5,124,-1,,-99,-99,True
1929,13953,7302278059,138650,8169,0,634,0,1,17000.0,True,8169,8169,0,5,8,-1,,-99,-99,True
1930,13954,7302325736,138650,3859,0,635,2,1,15000.0,True,3859,3859,2,5,43,-1,,-99,-99,True
1932,13955,7302383273,138650,5595,0,636,0,1,33000.0,True,5595,5595,0,5,7,-1,,-99,-99,True
1934,13956,7302430892,138650,1238,0,637,3,0,45000.0,True,1238,1238,1,2,143 114 38 102,-1,,-99,-99,True
1937,13957,7302460808,138650,1103,0,638,0,0,23000.0,True,1103,1103,1,2,143 20 38 92,-1,,-99,-99,True
1939,13958,7302489322,138650,622,0,639,1,1,19000.0,True,622,622,1,2,143 141 81 92,-1,,-99,-99,True
1941,13959,7302518651,138650,559,0,640,3,1,18000.0,True,559,559,3,2,155 119 162 81 92,-1,,-99,-99,True
1943,13960,7302555702,138650,1032,0,641,3,0,17000.0,True,1032,1032,0,2,155 163 38 92,-1,,-99,-99,True
1945,13961,7302581263,138650,716,0,642,1,1,25000.0,True,716,716,1,2,62 90 100 92 29,-1,,-99,-99,True
1946,13962,7302606359,138650,617,0,643,1,1,17000.0,True,617,617,1,2,138 41 81 92,-1,,-99,-99,True
1949,13963,7302646663,138650,695,0,644,1,0,17000.0,True,695,695,3,2,69 137 88 81 29,-1,,-99,-99,True
1950,13964,7302678134,138650,402,0,645,1,0,26000.0,True,402,402,0,2,62 137 88 92 29,-1,,-99,-99,True
1953,13965,7302707085,138650,580,0,646,0,1,18000.0,True,580,580,0,2,143 140 92 29,-1,,-99,-99,True
1954,13966,7399513607,138650,360,0,647,3,0,17000.0,True,360,360,1,2,143 141 81 92,-1,,-99,-99,True
1956,13967,7399541630,138650,886,0,648,0,0,18000.0,True,886,886,3,2,137 142 92 29,-1,,-99,-99,True
1958,13968,7399567571,138650,741,0,649,0,1,19000.0,True,741,741,0,2,143 62 88 92 29,-1,,-99,-99,True
1960,13969,7399596521,138650,1008,0,650,3,1,18000.0,True,1008,1008,3,2,2 88 92 29,-1,,-99,-99,True
1962,13970,7399624601,138650,385,0,651,1,1,18000.0,True,385,385,1,2,138 41 92 29,-1,,-99,-99,True
1964,13971,7399650884,138650,325,0,652,0,1,17000.0,True,325,325,0,2,143 20 38 92,-1,,-99,-99,True
1966,13972,7399679994,138650,1006,0,653,3,1,17000.0,True,1006,1006,3,2,155 163 92 29,-1,,-99,-99,True
1968,13973,7399705338,138650,905,0,654,0,0,20000.0,True,905,905,1,2,143 140 81 29,-1,,-99,-99,True
1970,13974,7399736672,138650,1258,0,655,0,1,16000.0,True,1258,1258,0,2,143 114 92 102,-1,,81,-99,False
1972,13975,7399770610,138650,772,0,656,1,1,22000.0,True,772,772,1,2,143 71 92 102,-1,,-99,-99,True
1975,13976,7560468681,138650,1156,0,657,0,0,24000.0,True,1156,1156,1,2,143 30 92 29,-1,,-99,-99,True
1976,13977,7560494529,138650,620,0,658,1,1,23000.0,True,620,620,1,2,129 143 30 38 92,-1,,-99,-99,True
1979,13978,7560520083,138650,761,0,659,0,1,17000.0,True,761,761,0,2,62 137 88 81 92,-1,,-99,-99,True
1980,13979,7560546742,138650,624,0,660,0,1,18000.0,True,624,624,0,2,155 163 38 29,-1,,-99,-99,True
1982,13980,7560572748,138650,868,0,661,1,0,18000.0,True,868,868,0,2,137 88 38 29,-1,,-99,-99,True
1985,13981,7560601770,138650,454,0,662,3,1,16000.0,True,454,454,3,2,129 143 176 81 29,-1,,-99,-99,True
1987,13982,7560632650,138650,697,0,663,3,0,18000.0,True,697,697,0,2,143 30 62 81 92,-1,,-99,-99,True
1989,13983,7560663767,138650,234,0,664,0,1,20000.0,True,234,234,0,2,143 176 38 102,-1,,-99,-99,True
1990,13984,7560698793,138650,996,0,665,1,0,22000.0,True,996,996,0,2,137 142 162 38 92,-1,,-99,-99,True
1992,13985,7560731250,138650,731,0,666,0,0,26000.0,True,731,731,3,2,148 32 38 102,-1,,-99,-99,True
1994,13986,7560769354,138650,4692,0,667,2,1,22000.0,True,4692,4692,2,5,4,-1,,-99,-99,True
1997,13987,7560787724,138650,8804,0,668,1,1,17000.0,True,8804,8804,1,5,55,-1,,-99,-99,True
1998,13988,7560823889,138650,4709,0,669,3,1,10000.0,True,4709,4709,3,5,116,-1,,-99,-99,True
2001,13989,7560872109,138650,4265,0,670,1,0,28000.0,True,4265,4265,3,5,1,-1,,-99,-99,True
2002,13990,7560915412,138650,4026,0,671,3,1,35000.0,True,4026,4026,3,5,48,-1,,-99,-99,True
2004,13991,7560947478,138650,9514,0,672,2,1,29000.0,True,9514,9514,2,5,1,-1,,-99,-99,True
2006,13992,7561048024,138650,6117,0,673,1,0,21000.0,True,6117,6117,2,5,167,-1,,-99,-99,True
2008,13993,7561078313,138650,4102,0,674,2,1,83000.0,True,4102,4102,2,5,134,-1,,-99,-99,True
2010,13994,7561098383,138650,6427,0,675,1,1,10000.0,True,6427,6427,1,5,28,-1,,-99,-99,True
2012,13995,7561129486,138650,8961,0,676,0,1,11000.0,True,8961,8961,0,5,73,-1,,-99,-99,True
2014,13996,7761907707,138650,6663,0,677,0,1,21000.0,True,6663,6663,0,5,159,-1,,-99,-99,True
2016,13997,7761937165,138650,5095,0,678,3,0,38000.0,True,5095,5095,2,5,8,-1,,-99,-99,True
2018,13998,7761969432,138650,4970,0,679,2,0,16000.0,True,4970,4970,3,5,96,-1,,-99,-99,True
2021,13999,7762000768,138650,9665,0,680,3,1,15000.0,True,9665,9665,3,5,96,-1,,-99,-99,True
2023,14000,7762038688,138650,3630,0,681,0,0,15000.0,True,3630,3630,3,5,173,-1,,-99,-99,True
2025,14001,7762077544,138650,3941,0,682,0,1,19000.0,True,3941,3941,0,5,116,-1,,-99,-99,True
2027,14002,7762111059,138650,6268,0,683,0,1,22000.0,True,6268,6268,0,5,26,-1,,-99,-99,True
2029,14003,7762130958,138650,8770,0,684,0,1,24000.0,True,8770,8770,0,5,174,-1,,-99,-99,True
2031,14004,7762174605,138650,4230,0,685,0,0,12000.0,True,4230,4230,2,5,152,-1,,-99,-99,True
2032,14005,7762205608,138650,4539,0,686,3,1,32000.0,True,4539,4539,3,5,181,-1,,-99,-99,True
2035,14006,7762250830,138650,1285,0,687,1,1,18000.0,True,1285,1285,1,2,155 119 81 29,-1,,-99,-99,True
2036,14007,7762275427,138650,1091,0,688,1,1,13000.0,True,1091,1091,1,2,143 30 81 92,-1,,-99,-99,True
2038,14008,7762299966,138650,367,0,689,0,1,17000.0,True,367,367,0,2,143 62 176 92 102,-1,,-99,-99,True
2041,14009,7762325358,138650,247,0,690,0,1,16000.0,True,247,247,0,2,143 114 38 29,-1,,-99,-99,True
2043,14010,7762349604,138650,261,0,691,1,1,16000.0,True,261,261,1,2,137 88 81 92,-1,,-99,-99,True
2045,14011,7762375494,138650,818,0,692,0,0,17000.0,True,818,818,1,2,148 32 162 92 102,-1,,-99,-99,True
2047,14012,7762403021,138650,544,0,693,1,0,19000.0,True,544,544,0,2,62 138 41 162 38 29,-1,,-99,-99,True
2049,14013,7762427759,138650,1109,0,694,3,1,20000.0,True,1109,1109,3,2,143 69 71 92 102,-1,,-99,-99,True
2051,14014,7762457157,138650,1248,0,695,3,1,17000.0,True,1248,1248,3,2,137 88 92 102,-1,,-99,-99,True
2052,14015,7762484510,138650,1158,0,696,3,1,21000.0,True,1158,1158,3,2,62 137 88 38 92,-1,,-99,-99,True
2055,14016,7824007793,138650,4117,0,697,1,1,17000.0,True,4117,4117,1,5,181,-1,,-99,-99,True
2057,14017,7824034341,138650,9766,0,698,3,1,68000.0,True,9766,9766,3,5,96,-1,,-99,-99,True
